6.849067971914990061e+00,8.644274671813156896e-01,-1.774824365488295808e+00,2.191857941866588444e-01,7.369748135809268963e-02,1.738940219798606801e+00
7.939387352579141854e+00,1.284012188946030086e+00,1.057097780671489629e+00,-7.185251646894211808e-01,-7.381961888976878994e-01,-2.136402107357905922e-01
6.903321653510260170e+00,-4.755382437860911082e-01,1.007218431178799278e+00,-2.539371674500106590e-01,-4.893756599033278754e-01,6.705160520271861158e-01
7.103847611477536184e+00,2.526895464871089514e-01,-5.261284336764547875e-01,7.274722266457419595e-01,1.524649590605656191e-01,6.127130747582258952e-01
6.216241442152480978e+00,2.323962491237920591e-01,5.760331505538082153e-01,-1.298152865831974534e+00,1.018931306745720494e-01,1.201877360548144091e+00
7.780996888805507439e+00,5.167089629856971289e-01,-1.523411756533210870e-01,1.494047202395979879e+00,6.864021942689921829e-01,-3.030123632170604320e-01
7.725061121207295933e+00,-5.104109174516522351e-01,-7.345607189157699057e-01,6.780470051639139184e-01,2.665669276884807370e+00,1.195738924087438981e+00
7.285516833497958977e+00,3.141147268341841214e-01,3.916531058910510121e-01,-1.054607056705534784e+00,2.100318761085472108e+00,-1.975295947935809260e-01
5.143449820374065951e+00,3.408627203094116154e-01,7.450778060571726646e-01,1.783735698987940627e-02,-3.117810373514594002e-01,-6.222497374919657709e-01
7.226539765089390777e+00,-4.144109525659545046e-01,-9.871456408322629716e-01,1.045763886906756340e-01,2.384399068552361389e-01,-4.958644384279196071e-01
6.840480004244427370e+00,-1.030476725668946658e+00,7.751897382352337385e-01,-7.235621120022609487e-01,-8.728551379711224634e-01,-9.145277276529111266e-01
5.385899320183294314e+00,1.292933781841052454e-01,-1.021617597219491191e+00,-7.908232450310050954e-01,4.758097770522793923e-01,-1.480646307479255963e+00
5.851493354388082935e+00,1.175945580789645173e-01,1.417334730234046880e+00,1.136250737401922173e+00,-5.852454152819384914e-02,-6.520109890469624747e-02
6.452482711704987217e+00,-6.447320257090936035e-01,8.335797465064471723e-01,9.937250420750345370e-01,-1.645308900138103547e-01,-2.012329352566048501e-01
5.266134759451572833e+00,-1.944238370295649915e-02,3.279758897091900605e-01,2.029700704971302561e-01,-1.007013111188138632e+00,4.888123364096528811e-01
6.740800034056215750e+00,1.089466671619192306e+00,6.166074753143476750e-01,-1.546781571916809428e+00,1.908459569622094731e+00,-1.389997648137579478e-02
8.187653551004876462e+00,-1.173656151426647615e-01,-1.805604103296333474e+00,-1.138585715140177479e+00,2.548750039023191860e+00,7.653353177655308759e-01
6.504896946578224259e+00,1.702084179260406449e+00,-4.955027642653123676e-01,1.847691029729486178e+00,2.020825995650572970e+00,1.972751849542384583e+00
6.605302162024619506e+00,-9.887594212634597257e-01,-7.315458150927621750e-01,4.678323629909275638e-01,-1.004578396227622794e-01,1.168932359284915734e-01
6.865186397840743027e+00,1.070189485228449922e-01,3.025482373965015983e-03,1.169770560098429835e+00,-2.220032271330075080e+00,4.025571893480134333e-01
6.399593273658154224e+00,-1.552318909043199024e+00,5.393248187066720378e-01,-1.037610854762940071e-01,-1.685847675060226702e+00,7.937930476693850768e-01
9.243434319027013402e+00,1.488133086578758313e+00,-8.881990982050050887e-01,2.554441418820203036e-01,-9.899234793735396387e-01,-6.609739887090239074e-01
6.223423567156185499e+00,-4.837784052419575875e-01,4.091967031785824771e-01,-1.652173145388965647e+00,-5.439021953664759934e-01,6.129869149316958810e-01
7.249976885572894325e+00,1.270514228112399335e+00,2.737866673353417934e-01,2.025825609066808308e+00,1.254256901306587402e+00,1.182821634152436824e-01
7.775420707131350362e+00,6.412881658270850327e-01,-6.776564672033646985e-01,6.367189683419999247e-01,-1.863233884897786519e+00,-4.895318843399451003e-01
7.124328256151643224e+00,4.999490838206824966e-02,-1.582998770311068837e+00,-1.230081336468236586e+00,-1.223882873632930801e+00,-1.443878700443582686e+00
6.506574993415634722e+00,-5.666980351649069103e-01,-5.455156666069925775e-01,-1.251381818395504553e+00,-1.619039258177400020e+00,-1.293430101322003756e+00
6.664866340527675348e+00,-1.838707716839049766e+00,-4.691683012555734056e-01,-2.540036557720516619e+00,1.422589576862415051e+00,-5.979984353347195247e-01
8.440999245253644645e+00,-2.504540743988652451e-01,-6.662043963344679298e-01,-1.389825332246542866e-01,8.897090731784663697e-01,1.663906134166017736e+00
8.086238657105095484e+00,1.387743508838837070e-01,3.887560418214320856e-01,1.359318079928623524e+00,5.312094434004827059e-01,-2.802758070077278688e-02
8.206171166016098084e+00,-1.217574445346058187e+00,5.657572577491626342e-01,3.701793164858281360e-01,7.829698638196338489e-01,-1.768195299583613100e-01
7.797182500216199408e+00,-2.409985070177926569e-01,-1.414282181199223665e+00,-1.905529777385364110e-01,-2.608484063215294468e-01,6.541690307401205606e-01
5.747186697396312383e+00,-8.626320477823565813e-01,1.966370180501351372e+00,3.849184240396847367e-01,4.091348534977334306e-01,-1.872459033547906881e-01
5.015800843369618178e+00,-2.232132130540727122e+00,-8.300132517845518754e-01,2.517235353513987972e-01,-1.775962005735800098e+00,-8.530481938440791501e-01
7.492267544983958416e+00,1.212283190429045865e+00,-7.278560666000063462e-01,-9.321761682675001603e-01,7.911194036251727457e-01,1.793351113250422069e+00
6.117029021319796200e+00,-1.698757273265265599e-01,-2.444636144308081072e+00,-1.087214767964872264e+00,-3.982007817930924287e-01,-1.195062782290303938e+00
6.540025780534707955e+00,-7.197898654651542494e-02,1.015372445263123868e+00,-2.807705934844923479e-01,-2.545471086102389369e-01,2.029862123257279105e+00
6.733534807769592234e+00,2.498748559757958954e-01,-1.738623548792613160e+00,-1.167793311641334153e+00,5.908608305762567126e-01,6.152630648160826166e-01
8.600203868095054105e+00,5.152105746358585092e-01,-1.602696815652258355e-01,-5.186964279935813993e-01,1.220454510747209786e+00,4.060192164515639690e-01
6.323110027627039997e+00,-9.848473398038533333e-02,-1.299746598607719184e-01,-1.388044972630619212e+00,7.898391349185172050e-01,-1.452467605058407774e+00
