1.614784301233827435e+00,2.162052215109253606e+00,1.321626614742012817e+00,1.489129344007408817e-01,-5.155442816157745911e-01,-1.031705601126449601e+00,1.679045089191917084e+00,1.053929807552168141e+00,-4.937020721108296706e-01,-1.092615632462967890e+00,-9.476519839070695062e-01,1.195316792063588984e+00
-1.278100216544146746e-02,1.224385013105471209e+00,9.008487428751048298e-02,1.131120282799745969e+00,3.449208659996922527e-02,-4.022823322242152222e-01,2.496194744152558098e-01,-4.757575133255299016e-01,-1.328390709905005185e+00,-3.974134700077681104e-01,-1.947153380970129410e-01,-9.009157371242936252e-01
1.731341014922928245e+00,-6.900281845025639793e-01,-9.070249942752198757e-01,-4.333181348548097445e-01,-8.341025110430232148e-02,1.239970915749484703e+00,-9.569140416412684758e-01,-1.342341607101204648e+00,-4.007509722773982541e-01,-1.446001798786674897e+00,-7.176850258543034933e-01,9.900177866180721875e-02
-6.345147310550369735e-01,-2.683322281087124894e-01,5.797002464621775486e-01,2.205910164112478630e-02,5.390393911465117815e-01,9.301971994348526840e-01,1.758952104270276706e+00,8.524084129263381771e-01,2.903998506557776971e-02,1.215550699114791078e+00,5.840760992834662657e-01,5.252120480612840758e-01
-3.570195811733831159e-01,-8.900868956031030566e-01,8.654827406006586621e-01,-1.524343649370525133e+00,2.902553080876768554e-01,-3.000148756889166046e-01,2.200902920928430984e+00,1.683752916846906089e+00,-9.374344697791530123e-01,-6.568238100990378969e-01,6.731056079347601528e-01,-8.719479878963318220e-02
-4.484375585825726117e-03,9.068894263251376930e-01,-3.560920141901230407e-01,-6.441244239318780762e-01,5.151623732439828407e-01,5.004674157887553099e-01,4.935077859600819905e-01,1.698866358757600059e+00,-4.230512321636492046e-01,-2.345012464675530595e+00,-5.875797173338166424e-01,-5.039864784667539288e-01
-1.378028681685283141e+00,1.375444238969817934e-01,3.935379763745950887e-01,-5.724137468921853822e-01,-1.087276422480620397e+00,-2.166500464414070626e-01,-3.451229854075267833e-01,3.666470997618991867e-01,-8.433829501723617561e-01,-1.701151065322675446e-02,3.071889817397809308e-01,8.349959652411090838e-01
-1.891675632237488358e+00,1.579080353143587079e-01,3.246967874000116216e-01,-4.472345861519663179e-01,4.367440538981491871e-01,-1.121171749640654358e+00,-5.866809113469823034e-01,5.841438884697033318e-01,-1.427076355702352695e+00,1.430264729632565013e+00,-3.659229511686857284e-01,4.869602335014425187e-01
1.485681286397557033e+00,1.280947726623125060e+00,-2.405043379061312159e+00,-3.145774807910097226e-01,9.579101850923837924e-03,1.246804024373494135e+00,-9.213708089755635600e-01,-7.491778507544723242e-02,-4.079474613353221979e-02,3.072258515295286152e+00,-4.169528239355104748e-01,9.264927858256704063e-01
-7.850722987203075098e-02,1.098362106142407146e+00,2.171772770136730091e-01,-8.534491825468518700e-01,-2.099504865587083491e-01,-1.212594948064916522e+00,-1.645449014498532536e+00,-2.582208594887332453e-01,-2.018000276774178481e+00,1.069792991928879555e-01,1.036201142145599663e+00,-1.092362919809465982e+00
-1.039910628852288799e+00,1.103270566055338353e+00,2.188375412037756984e+00,9.296495618887923307e-01,1.723398322144698902e+00,1.702841627939416291e+00,3.966976136926320118e-01,1.824374922194887116e-01,-3.716808997570534845e-01,2.194927032737242767e-01,2.371844107553522651e-01,2.172545515743893318e+00
3.946475839796049212e-01,-2.050578490105037233e-01,-2.260891347595847534e-01,-2.343071646491366386e-02,-1.088305265129118349e-01,1.304749474005947762e+00,-5.298240083948416723e-01,5.537194430406947587e-01,1.818197265560496101e-01,-7.860407417511743045e-02,-9.857706203279582580e-01,1.117259797061367133e+00
6.927227247754490225e-02,-3.484200290078499074e-01,2.325772008772914456e-01,4.767279564838815542e-01,-4.278784691842934529e-01,1.410798902386553033e-01,-1.747370541352911033e+00,2.473688082449660985e-01,5.444573441369404687e-01,-6.767269165595410363e-02,-1.618248036600359596e-01,1.088569522514032162e+00
-6.588887421852407389e-01,-8.482002342632211089e-01,1.185796922384419749e-01,3.996611893272036253e-01,7.731704655115460845e-02,8.098348648420784501e-01,-8.313158040542394378e-01,4.690075654848747111e-01,-1.114405168837964810e+00,7.163238321944918052e-01,-1.208641100067273655e+00,6.694893720704734319e-01
1.774705605595208735e-01,2.659509785645459701e+00,1.491714776928895647e+00,3.056805130971137346e-02,5.766501462251956145e-01,6.877630635011761084e-01,9.368459885525777242e-01,-7.925752314171593538e-01,-1.986820093834158030e+00,-7.162221477786908652e-01,8.139531060808542495e-01,-1.385331518117559169e+00
1.096533036136201567e+00,1.088417176445433787e+00,-2.534514912589096516e-02,1.027861486493160253e-01,-5.343155817242755123e-01,2.993031199689016875e-01,-2.558655990503842514e-01,9.555649719459794467e-01,1.592583062510655845e+00,1.365243066602071842e+00,6.073795084197138872e-01,4.329410308362240944e-01
-1.264945431318234448e+00,2.792384104892361996e-01,-3.682893487057705140e-01,-3.860366746585048442e-02,1.611136970049216743e-01,3.571496826688672077e-01,3.968840592874533502e-01,-1.009490612475340443e+00,6.755948927887686084e-01,6.143818893380519341e-01,-1.022847002344550615e+00,-1.137889884989045530e+00
-2.022478450822812412e+00,1.062978286919230131e+00,7.915017969664616126e-01,-1.815559455000105848e-01,-9.505403177608309218e-01,8.028025367190384787e-02,1.487979858171790681e+00,-2.591515091049563790e-01,-1.585957449177067602e+00,-1.277653554274480463e+00,1.280439692013547459e+00,5.995926061246222849e-01
2.765680470356128573e-02,-2.839470830741355201e-01,7.948260572607747099e-01,1.147146071051727834e+00,1.281117466754892915e-02,2.785676906919563600e-01,3.844164334911333025e-01,6.329397363391419118e-01,-3.790388022471908869e-01,-1.378374556392092831e+00,9.752815552888044470e-01,-5.608736760149463096e-01
-6.390415151765955759e-01,-1.449489716432911246e+00,-6.077837584357833611e-01,2.241066858151903041e-01,-9.255287482500958174e-02,-3.814940029994595694e-02,9.186131016309863062e-01,7.265903807626794553e-01,1.245215831818020202e+00,-1.077594301381301189e+00,8.062787163123479317e-01,-3.183017552047526788e-01
7.059652042217879897e-01,3.793249451497826552e-02,-2.304293182323762790e-01,7.578616842723907565e-01,-1.617955545306958509e+00,-6.583243505082104763e-01,7.023254921914127147e-01,-7.647921700905888631e-01,-3.223274967426018045e-01,-2.112365131494620407e-01,-5.755026506645416484e-01,7.207378463494040766e-02
4.264799769846175370e-02,-2.010361252872747695e-01,-3.602774210075895822e-01,3.299253948880332410e-01,3.385041698260594090e-01,-1.617123490201972436e+00,-1.292200901833607363e+00,-7.603029866931375613e-01,7.454467778066177219e-01,-1.435764462188194202e+00,-6.264541651466799532e-01,1.275138435185295960e-01
1.331440986626119871e+00,-1.944846664516914236e+00,-6.290123704652800241e-01,4.733105572612107959e-01,1.113960030842192639e+00,-6.742208736157158100e-01,-4.189976355551978116e-01,1.594287701968706006e-01,-1.867289255906496304e-01,4.038299309922355751e-01,-5.841744562884784164e-01,8.874464088970220876e-01
-6.257611919261629740e-01,-7.130273745947355302e-01,3.669275485804081582e-01,1.212361062960890967e+00,-8.462648897377559321e-01,1.051338546222449599e+00,-3.356428651759169601e-01,6.890221898727401095e-01,1.218241070163826878e-01,-1.638690350209871971e+00,1.315721033771454218e-01,1.072359517249889427e+00
