9.213711672707086686e-02,5.234156713967887065e+00,3.229434705950559259e+00,9.103720261828187610e-01,2.323564462375540707e+00,1.208622229069918896e+00,6.714730603045499180e+00
2.527665515299626006e-02,5.757874055707407734e+00,1.763688888828429002e+00,1.483765172293058709e+00,3.893559946405927619e+00,5.665335110353713510e+00,8.078378907920522600e-01
1.113401792687671366e+00,4.806331013694159715e+00,3.812605236138244535e-02,3.022545474948826971e+00,6.996343007327970653e+00,1.893022673043589732e+00,8.035667728213369276e-02
2.236170680448523740e+00,9.700858555338196521e-01,2.985268359510755865e+00,1.672125030891718211e-01,3.741789743959122450e-01,9.215084797882819867e-01,4.499875511808790196e-01
4.388094273551290669e+00,1.669191262032575229e-01,1.229049813455573154e-01,3.336913244303623127e+00,4.141813295468794287e+00,2.578701713639847348e+00,2.612488414383193902e-01
9.101842608601815598e+00,8.024380330623520630e-01,2.531314759466761211e-01,2.918252219299714678e+00,6.378483368227970018e+00,1.611957446558798912e+00,1.886820581369051286e+00
5.034460612797794887e+00,5.188696590959330557e+00,3.478854096665501827e-01,1.230223024199010862e+00,3.071062167379710051e-01,2.382294043877764445e+00,2.975443900195622327e+00
3.297973210111305953e+00,9.246619849948538583e-01,2.657171082644793625e+00,1.181758393808503449e+00,2.391344133612750777e+00,1.174386427400743171e+00,1.055654808614449935e+00
1.067240551403545679e+00,2.154073926597992905e+00,4.321369601226273005e+00,3.621867915422434248e-01,1.470963224624326049e+00,4.523749578513587277e-01,1.127076809359230047e+00
1.576821722119340130e+00,3.157790197479734662e+00,1.169651174809269722e-01,4.373687669718758997e+00,3.278034169023795186e-01,2.038930120736768270e+00,8.565968828623095277e+00
1.312579037805641002e+00,2.863546307187478934e+00,3.406475375955546170e+00,5.603438581958859466e+00,1.794009304492659718e-01,2.587782485421680878e+00,2.079440586058325824e+00
1.906710411664148896e+00,1.819815637135066222e+00,1.546189747954548610e-01,4.008266927672421431e+00,2.186078208295998970e-01,4.334206460726807708e-01,3.603895750179051394e+00
3.493915571167141576e-01,8.580249628133065354e-01,1.552380784948088205e-02,1.404166755901667507e+00,1.395882477419524204e+00,4.767293032275024545e-01,1.132702274222513739e-01
5.964218922539120671e-01,2.469862458755460288e+00,2.306225534308936898e-01,2.595348790359345514e+00,1.617271975242828841e+00,6.046189852653389707e-01,1.254091581393498966e+00
5.640359880801468773e-01,2.382300452109901823e+00,3.439028381288938618e+00,6.794623869822798978e-01,2.405764750673607288e+00,2.506014407550390399e-01,1.082996950261253755e+00
4.650380578441459800e-01,2.834817694217585782e+00,1.157515795634451866e-01,1.325268024240569442e+00,4.201329952050930849e+00,1.374457917126981510e+00,1.554616254586517643e+00
1.566714033948668205e-01,4.506748066639861605e+00,1.923279490180374030e+00,5.435526802851416761e+00,1.006826665080562178e+00,9.201848236182079421e-02,1.421632079964472606e+00
2.148719336033224070e-01,3.521243867458817789e+00,2.080273325703643761e-01,2.504373186807587359e+00,2.930160655470177122e+00,3.356424150464348277e-01,2.414289260176281093e+00
9.529424241013298769e+00,2.314723473173303958e+00,1.508464191644156294e-01,1.862841624761086612e+00,3.470060768666478612e+00,1.478570317284026991e+00,2.024019096838143295e+00
4.161546768050257694e-01,1.085895363986127515e+00,3.742941223356252012e-01,2.096587410351811176e+00,4.654109248984703573e-01,1.798043881439377989e+00,3.164146948386532987e+00
2.126014077180549133e+00,1.242232187588432124e+00,9.231131828250885851e-01,4.253886212311654980e+00,4.732380763644572497e-01,1.931187946350384710e+00,1.187628065543736344e+00
2.506238363464645236e+00,2.764875761337711735e-01,7.164250249891507494e+00,1.956948425357432297e+00,1.641660731234390491e+00,4.223166958058761633e-01,4.433362502205297595e+00
1.889286758038312586e+00,8.416511304893045109e-01,6.415594784308148446e-01,2.817954081941431266e+00,2.495601468268775047e+00,2.520527909572759739e+00,2.757470480862591611e+00
2.561968065031078101e+00,3.125717472058958446e+00,6.389877141330106980e-01,9.464440125247509661e-01,3.925783544637849509e+00,2.547422400601523140e+00,1.889007704127260601e+00
8.939049004128646336e-01,4.171782689312712122e+00,7.109789107694670651e-01,2.727254223613025275e+00,5.351647468270795294e+00,1.567241456053189777e-02,7.451907302340563533e-01
6.769753653271263216e-01,1.005586927687209364e+00,8.786321644972344691e-01,1.419638706075287304e+00,3.648168710958553662e-01,3.154410426050297533e-01,4.776831549594643955e-01
1.134657185324811746e+00,2.078518362579830026e+00,9.186245584917953622e-01,1.595612136701794359e+00,3.065049527312783351e+00,2.874134500288347382e+00,7.284221699081652734e-02
2.671031666912711433e+00,9.079673406752037934e-01,4.040183062060034302e+00,1.131524391614838199e-01,5.289260791058358002e+00,6.188396449310210601e-01,1.563289213760623575e+00
4.878578478167722859e-02,2.345525467514754769e+00,2.103193176508864948e+00,6.740068371481132026e+00,2.429138804559076714e+00,7.663938487724619719e-01,6.280970040131789688e-03
2.959919221296988479e+00,5.715912386637977960e-01,3.521881649715902451e+00,4.734391323243455574e+00,2.939871826309213176e+00,1.051026652949457185e+00,3.111908255255405820e+00
4.438367231523843159e+00,1.812736684297740375e+00,6.014890138689171772e-01,7.335737769653811746e-01,2.426215124319012428e+00,1.686202433340871387e+00,6.837796975094740937e-01
1.445229433088504045e+00,1.442361246192239710e+00,1.989366052446767785e+00,1.594741026616856461e+00,8.696289624098915150e-01,2.162794383102024209e+00,8.481621098384103941e-02
3.111008761340489759e+00,8.259149632206372882e-01,2.822682800716825202e+00,1.659760315462833979e+00,8.140401343749958940e-01,2.031395477237975200e+00,3.799503917054949942e-01
1.096930566090233095e+00,6.456502726277037196e-02,1.016998915520615610e+00,1.461984929988830118e+00,1.381334570009316032e+00,2.838255445644807029e+00,2.868463559982678213e+00
2.338648801803903776e+00,1.471005332449265346e+00,3.704382837457869115e-01,9.973587264151175802e-01,1.801839629886260175e-01,2.668084667517675257e+00,3.948703384548206685e+00
4.839971868765527319e+00,1.419225349180580187e+00,4.263748301833676813e+00,4.095381405444923573e+00,3.351272261860059887e-01,2.099932094219042700e+00,2.551199407393338170e+00
1.270551267279543373e+00,5.490563546726676680e-01,2.012387765263176753e+00,2.458451116920152835e+00,5.069042294494601197e-01,9.382314411129730192e-02,2.250264846927655604e+00
2.286230585846135810e+00,5.626381161110519891e+00,2.614784551427482007e-02,1.446479230079900369e-01,6.202927141432997837e-01,2.780815734159995944e+00,4.030314435226542535e+00
2.750385060789766634e+00,5.080741963786969961e-01,6.766717356105150794e-02,8.963716251682884106e+00,1.344637240838192360e+00,1.261354477433490828e+00,1.143198154372740971e+00
3.430407967525842539e-01,9.771921056086387836e-01,6.290686898000195981e+00,8.541779785406964365e-01,2.813814125967262214e-01,3.383680125348918488e-01,5.733172838945131966e-01
8.420724263238016372e-01,4.602821957039235912e+00,1.490864681475348119e+00,2.558915412084998287e-01,1.269796053014308423e+00,3.826640671920487069e+00,2.801690897571078143e+00
2.439143601606551304e+00,1.556042647806307411e+00,4.018375663387289964e-02,1.144977041192232065e-01,2.049276479313904442e+00,1.678951930760343769e+00,9.865980722448649542e-01
2.509949569767320199e-01,6.510367581101282886e-01,3.374852858802092737e+00,1.360345481246138855e+00,4.071034597664299204e-01,2.275475778063480892e+00,3.373587553582003129e-01
